
..\..\dacapoOutput\IndexingGraphCS\antlr\antlr-CS.gra,165.66,72.28,0.00,0,1001
..\..\dacapoOutput\IndexingGraphCS\bloat\bloat-CS.gra,179.18,84.38,1.00,1,1001
..\..\dacapoOutput\IndexingGraphCS\chart\chart-CS.gra,179.46,83.93,0.00,0,1001
..\..\dacapoOutput\IndexingGraphCS\eclipse\eclipse-CS.gra,131.24,54.51,1.00,0,1001
..\..\dacapoOutput\IndexingGraphCS\fop\fop-CS.gra,182.52,91.97,0.00,0,1001
..\..\dacapoOutput\IndexingGraphCS\jython\jython-CS.gra,1614.78,190.09,3.11,9,1001
..\..\dacapoOutput\IndexingGraphCS\pmd\pmd-CS.gra,169.50,81.75,0.00,0,1001
